model_count,batch,use_det,use_seg,use_pose,priority_det,priority_seg,priority_pose,det_latency_ms,seg_latency_ms,pose_latency_ms,total_time_det_s,total_time_seg_s,total_time_pose_s,avg_fps_det,avg_fps_seg,avg_fps_pose,avg_latency_det,avg_latency_seg,avg_latency_pose,npu_percent,switches_per_s,idle_time_pct,cpu_percent,mem_percent
3,63,1,1,1,0,0,0,9366.89,9740.377,9368.027,47.163,48.061,46.928,10.743,10.856,10.828,1328.885,1887.284,1505.355,98.533,0.639,0.003,11.929,43.578
3,63,1,1,1,0,0,15,9597.203,9903.767,3977.093,47.47,48.425,17.996,2.731,2.085,28.567,1767.495,2497.442,1457.725,98.854,0.651,0.004,12.4,43.634
3,63,1,1,1,0,0,31,9592.923,9904.607,3948.913,47.426,48.373,17.886,2.724,2.075,28.497,1781.198,2555.123,1456.241,98.967,0.649,0.006,12.479,43.702
3,63,1,1,1,0,15,0,9576.34,4737.633,9500.297,47.125,21.42,47.869,2.685,28.682,0.183,2084.6,1743.098,338.861,99.012,0.597,0.002,12.519,43.671
3,63,1,1,1,0,15,15,9934.353,7599.73,7375.157,48.51,35.318,34.807,,14.97,15.871,,1800.077,1724.929,99.135,0.592,0.006,13.0,43.726
3,63,1,1,1,0,15,31,9960.823,7791.383,3968.77,48.64,35.449,17.923,,4.286,28.28,,2772.955,1453.708,99.46,0.63,0.003,12.833,43.62
3,63,1,1,1,0,31,0,9499.473,4653.57,9472.393,46.788,20.935,47.604,2.687,28.703,0.043,1984.744,1725.372,785.314,99.184,0.597,0.006,12.307,43.617
3,63,1,1,1,0,31,15,9796.447,4693.77,7364.663,47.793,21.151,34.598,,28.439,1.746,,1745.731,2731.782,99.151,0.606,0.002,12.743,43.664
3,63,1,1,1,0,31,31,9930.46,7713.863,7278.58,48.493,35.299,34.371,,14.823,15.881,,1909.026,1664.011,98.897,0.58,0.002,12.836,43.595
3,63,1,1,1,15,0,0,3349.85,9277.387,9308.48,14.445,45.175,45.922,28.367,5.325,4.875,1145.124,2087.17,1911.321,99.124,0.744,0.002,10.718,43.643
3,63,1,1,1,15,0,15,6710.65,9719.44,6903.233,31.932,47.416,32.34,18.056,0.169,18.007,1276.957,118.572,1574.734,98.9,0.678,0.003,11.377,43.586
3,63,1,1,1,15,0,31,7207.157,9885.023,3942.313,33.29,48.285,17.824,5.903,,28.382,1723.01,,1435.82,99.312,0.647,0.005,12.161,43.668
3,63,1,1,1,15,15,0,7024.34,7345.41,9524.943,33.667,34.121,47.18,18.162,16.345,0.128,1324.451,1769.158,78.68,98.598,0.64,0.002,11.466,43.722
3,63,1,1,1,15,15,15,9440.503,9708.88,9444.867,47.62,47.955,47.648,11.004,10.626,11.183,1342.63,1870.046,1686.997,99.308,0.602,0.004,12.18,43.614
3,63,1,1,1,15,15,31,9592.033,9890.107,3943.147,47.414,48.347,17.779,2.737,2.583,28.34,1719.986,2635.376,1443.496,99.252,0.632,0.007,13.827,43.918
3,63,1,1,1,15,31,0,7435.013,4686.81,9663.643,34.927,21.208,47.856,2.716,28.715,,2088.796,1727.026,,99.191,0.597,0.002,12.306,43.614
3,63,1,1,1,15,31,15,9544.88,4682.013,9502.743,46.967,21.149,47.78,2.667,28.489,0.056,2088.188,1724.711,649.437,99.333,0.593,0.002,12.301,43.544
3,63,1,1,1,15,31,31,9969.253,7710.023,7400.42,48.694,35.483,34.912,,14.577,15.65,,1916.557,1755.475,98.805,0.581,0.002,12.888,43.529
3,63,1,1,1,31,0,0,3375.583,9467.937,9072.587,14.54,45.931,45.031,28.587,4.216,5.352,1159.348,2003.512,1876.612,98.703,0.736,0.012,10.667,43.596
3,63,1,1,1,31,0,15,3409.193,9502.463,6896.35,14.729,46.265,31.258,28.569,,9.723,1165.553,,1963.103,98.826,0.721,0.004,10.718,43.483
3,63,1,1,1,31,0,31,6840.43,9787.103,6926.137,32.787,47.775,32.39,17.191,0.087,17.877,1285.155,63.418,1585.275,98.477,0.683,0.006,11.634,43.465
3,63,1,1,1,31,15,0,3373.243,7300.62,9264.837,14.548,32.805,45.748,28.588,9.202,0.042,1159.057,2057.304,35.815,98.795,0.708,0.002,10.571,43.483
3,63,1,1,1,31,15,15,3361.803,9481.95,9072.993,14.471,45.953,45.038,28.498,4.23,5.335,1155.163,2035.498,1873.079,98.932,0.734,0.005,10.672,43.611
3,63,1,1,1,31,15,31,6769.15,9747.127,6905.047,32.121,47.584,32.354,18.556,0.337,17.613,1318.65,176.195,1536.328,98.972,0.662,0.002,11.223,43.58
3,63,1,1,1,31,31,0,7068.65,7292.74,9520.667,33.871,33.974,47.11,17.548,16.536,0.043,1324.962,1761.663,33.768,98.897,0.639,0.002,11.378,43.593
3,63,1,1,1,31,31,15,7025.54,7237.397,9478.623,33.652,33.475,46.886,17.067,17.087,0.085,1303.245,1741.965,54.774,98.475,0.657,0.002,11.399,43.526
3,63,1,1,1,31,31,31,9292.323,9512.56,9380.427,46.875,47.049,47.489,11.014,11.042,11.504,1306.038,1781.253,1639.884,98.572,0.64,0.002,11.865,43.574
